dataset_index,config_type,domain,role,ft_split,natoms,nSi,nO,O_over_Si,content_sha12
4458,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,7364ea3807a1
4459,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,065437a38e96
4460,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,c987aa0442ab
4461,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,0afbe775575c
4466,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,156,52,104,2.0,446d90fb5f47
4468,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,132,44,88,2.0,e49ff05bc15d
4469,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,36154ca83916
4470,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,80dad93e7dde
4471,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,123,41,82,2.0,2e8ae28fc296
4472,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,225a380f680d
4474,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,9434f12301fc
4475,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,fc11e118814d
4476,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,521eff80adcf
4477,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,f0775ae10ef1
4478,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,2431a85af38f
4479,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,147,49,98,2.0,1dca6200b606
4480,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,41f224f416ff
4481,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,99d7b4bd7249
4482,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,fb2fce20a220
4483,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,d138185c86a4
4484,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,4c6af079f082
4485,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,297a7d70bfaa
4486,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,10ad6ab8209e
4487,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,65ca3205147b
4489,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,b9a303f83067
4490,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,144,48,96,2.0,5106cd1feade
4492,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,bcc432f90dcb
4493,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,6fa785176883
4494,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,efbedabaebec
4495,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,ba92ebc6218c
4496,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,469162c6f1a9
4497,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,f4d5f58c109c
4498,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,ab797cc4ff6e
4499,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,81d74f87a1d0
4500,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,127884072e66
4502,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,141,47,94,2.0,d6d4d725f53c
4503,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,49efcdf65105
4505,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,dd86d0f14b68
4506,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,cf91ba7c6e29
4507,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,fe838f0c6339
4508,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,2826881522e3
4509,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,123,41,82,2.0,d43b0cc8dcf5
4510,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,cfab2476f06b
4511,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,ae8bf3bbbef3
4512,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,adf51b8ccaf7
4513,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,135,45,90,2.0,47925c86820b
4514,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,d044a993bcf6
4515,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,7b50c3db091c
4517,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,6d63be7499b5
4518,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,887c249f4505
4519,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,c046d4759eb7
4520,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,c499d992cfd0
4521,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,9e1bff1eebec
4522,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,faa5901a0af6
4523,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,13929777b4a5
4524,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,135,45,90,2.0,adaa92c2b030
4525,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,8b4e5f93e809
4526,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,abe004e07750
4527,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,c4d38dee7e4f
4528,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,2225b513387f
4531,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,f7c2621db29c
4532,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,9baf319af5ef
4533,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,95002d66d5a9
4534,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,4b991fc4df7e
4535,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,1f185f832aaa
4536,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,144,48,96,2.0,1a3a4993bc8b
4537,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,191234d8266c
4539,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,ee95470b6d08
4540,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,04e193c54644
4541,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,c33a1e7fc300
4543,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,708db6857d59
4544,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,d5961c4a7f1d
4546,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,4e5e41c60fb9
4547,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,e044fc317abe
4548,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,d2484432d1c2
4549,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,141,47,94,2.0,095812a17ec6
4550,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,38afc5aea2fc
4551,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,410544f7d658
4552,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,d9def9cdd116
4553,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,168,56,112,2.0,0c89e498009b
4554,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,162,54,108,2.0,c280fdd83584
4555,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,162,54,108,2.0,902bca989233
4556,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,111,37,74,2.0,40eb7fdade5f
4557,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,3e2578e669b1
4559,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,68598ec85908
4560,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,129,43,86,2.0,287150430862
4562,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,7caaf12d4e10
4564,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,117,39,78,2.0,debbe12c447e
4565,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,72379dda22b0
4567,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,289918284286
4569,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,234f7e1de201
4570,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,beb14215b4bd
4571,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,08617a20fc65
4572,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,1f8c3299e775
4573,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,04fecef11af0
4574,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,141,47,94,2.0,ac4b2ff1280b
4575,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,9244d61a956d
4576,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,91373969e751
4577,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,18d3b0652db8
4578,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,a9edeca4f57d
4579,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,c848e0191e32
4580,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,54dc63efde80
4581,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,5bd54d392987
4584,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,3e2c9024fd6e
4585,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,f3b2a7c0f14f
4586,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,138,46,92,2.0,432fa16f7b77
4587,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,2fe81b2f32a0
4589,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,156,52,104,2.0,d0325e86511d
4590,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,88d641d7e84d
4591,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,623c9fd69c84
4592,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,b196263eac0a
4593,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,95018ee97b03
4594,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,776ee5119d3b
4595,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,d0e62a7a5592
4596,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,162,54,108,2.0,0c468f2e55a1
4597,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,147,49,98,2.0,09821c77c86c
4598,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,4d2763963220
4599,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,b69dc74d5f82
4600,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,058a08c1e30b
4601,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,5a6962d6ede6
4602,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,96fa76a44164
4603,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,4d416e6f5d1f
4604,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,7930e297f889
4605,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,65658fa7fc70
4606,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,e476e4d16032
4607,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,141,47,94,2.0,8a3351014a57
4608,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,41df491a0593
4609,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,a295c0b3cfd4
4612,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,b781668de74f
4613,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,23c918a0cca6
4615,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,4fa7e9879d50
4617,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,8756a66d8ae6
4619,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,aea1273be66a
4620,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,784bf14d8e13
4621,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,7f74220ee3d7
4622,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,150,50,100,2.0,f998b9152d8d
4623,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,e9fcfe8048c9
4625,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,137a2dab6576
4626,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,3be56d0397e4
4627,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,0b2f8722ec19
4628,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,e01557e406c5
4629,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,93209af98a16
4630,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,3cdb0d230c92
4631,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,a2a1dae8408c
4633,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,c0ade228491e
4634,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,135,45,90,2.0,90504e31fb77
4636,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,5407c176b280
4639,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,d28df357c1d1
4640,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,2e816b7a9e36
4641,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,6d95a09247df
4642,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,cad43c65be2c
4643,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,8ef1f257c18a
4644,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,a8d5f29e26d5
4645,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,831c2e161fde
4646,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,b771a694f291
4647,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,144,48,96,2.0,24bcbed92a81
4648,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,4edbba29d8ee
4649,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,1c7f50c88cd6
4650,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,68059b3699d1
4651,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,156,52,104,2.0,c3471c57fd0c
4652,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,3db74fd86bf0
4653,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,165a2862b792
4654,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,1ceac0a70194
4655,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,8b5cb7a72185
4656,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,792b9dda31d5
4657,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,153,51,102,2.0,06c15741ce68
4658,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,2dc42c9a952a
4659,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,2279ec5d20dc
4661,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,c3fb3d19600b
4663,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,018c12211bb0
4664,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,045aa231b091
4665,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,f0ba17dde1c7
4666,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,c382a7acf2e0
4668,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,4516f517624d
4669,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,85dc6a4c3109
4670,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,123,41,82,2.0,09413fd88d10
4671,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,6232652ef03f
4672,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,3faa90865cac
4673,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,444840d7779b
4674,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,050e75ba660e
4675,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,7058f903d9b0
4676,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,eca0aba04e40
4677,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,bca1ca2f5c36
4678,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,fd2ab00bfaf4
4679,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,8b4ff34c6166
4680,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,132,44,88,2.0,1bf1081d2818
4681,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,40ac700ff3ff
4682,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,1529c5e1843a
4683,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,441c693f4aa6
4684,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,672bfa6e08d0
4685,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,156,52,104,2.0,3c61fcab50b5
4686,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,162,54,108,2.0,4b3f22f22fef
4687,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,29ef51a88272
4689,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,21a14bb5833c
4690,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,e6b04caeb749
4691,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,162,54,108,2.0,6081930f2799
4692,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,5aeb0b511b83
4693,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,33337f125f52
4694,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,329ba35e9650
4695,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,52cf3a88e2ad
4696,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,ced9f6447529
4698,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,2312a7967f52
4699,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,93f40cc78ddf
4700,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,3d6dd30546dc
4702,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,13d38942f300
4703,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,138,46,92,2.0,854270fa3833
4704,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,f24f670643e5
4706,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,e5f34ebc059b
4707,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,73b801ddc578
4708,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,2e65da771500
4709,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,a3e5f8a76706
4711,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,156,52,104,2.0,e3a9c58364a2
4712,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,ae27a2762358
4713,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,3aeb689b59b5
4714,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,8816520f881e
4715,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,135,45,90,2.0,358074dbb482
4717,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,9cf142466d8e
4719,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,d46d2a2ee770
4720,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,e12aa6827ef0
4721,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,5a7610496f04
4722,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,a5bf7a941fe7
4723,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,71514abf9c76
4725,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,ec5211a1bb7f
4726,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,2c5f64f24117
4727,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,71f6f1de1c24
4728,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,132,44,88,2.0,583449a4f7be
4729,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,b8ab9fbe34ee
4730,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,129,43,86,2.0,00fab1525e11
4731,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,5afa9ff27c55
4732,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,f562d6d5a9f5
4733,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,117,39,78,2.0,74e8824cb0a5
4735,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,b7320a7ebfd4
4736,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,98a5e1b3805a
4737,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,2e15c9bf9b11
4738,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,bf236922e087
4739,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,135,45,90,2.0,36078c9c4893
4740,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,82db44cc7380
4741,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,c132cd31391d
4742,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,138,46,92,2.0,d1c67379a814
4744,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,e5db56eab431
4747,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,861fd5f8a370
4748,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,e44b3d9663b7
4749,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,aa85e10fa581
4750,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,44eb58b7f2b8
4751,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,d450617df9e4
4752,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,138,46,92,2.0,34678772ac55
4753,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,fcd3d431f0a6
4755,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,123,41,82,2.0,efb58aa03538
4756,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,123,41,82,2.0,fccb9f726cfa
4757,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,aff749c23ec6
4759,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,126,42,84,2.0,5c734e4837ef
4760,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,0e214ed2f583
4761,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,17a8142d5313
4762,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,e6c48edb18a4
4765,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,b37819ee2b65
4766,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,150,50,100,2.0,97f3d7ae47eb
4769,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,b21eafd23731
4770,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,645aed36ee22
4771,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,4819bcf4d6fe
4773,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,0467b6b5d716
4774,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,141,47,94,2.0,937e97f75b85
4775,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,150,50,100,2.0,df119b9a655c
4776,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,94a2134b570e
4777,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,91c83225a076
4779,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,156,52,104,2.0,6c1f9a6e7810
4780,vacancy_int_AL,SiO2x_dilute_vacancy,core,val,135,45,90,2.0,77ff4d9f8da3
4781,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,120,40,80,2.0,df055f61df06
4782,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,132,44,88,2.0,ad334641ea03
4784,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,144,48,96,2.0,07952542991a
4785,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,147,49,98,2.0,91200299b386
4786,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,120,40,80,2.0,af8d899fdd0e
4789,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,ae3114e5ad0b
4791,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,135,45,90,2.0,d6482d4cc0e2
4792,vacancy_int_AL,SiO2x_dilute_vacancy,core,train,153,51,102,2.0,5949df5523c0
